GPS_HUB_NO_VOTES,No votes yet,まだ投票はありません,true
GPS_PROFILE_TITLE,PROFILE,プロフィール,true
GPS_AVATAR_TITLE,MY AVATAR,マイアバター,true
GPS_BADGES_TITLE,BADGES,バッジ,true
GPS_PROFILE_SUB_FMT,HC {0} · {1} rounds,HC {0} · {1}ラウンド,true
GPS_PROFILE_STAT_FOLLOWERS,FOLLOWERS,フォロワー,true
GPS_PROFILE_STAT_ROUNDS,ROUNDS,ラウンド,true
GPS_PROFILE_STAT_AVATAR,AVATAR,アバター,true
GPS_PROFILE_STAT_POINTS,POINTS,ポイント,true
GPS_PROFILE_TRUST,✓ TRUST LEVEL,✓ 信頼度,true
GPS_PROFILE_TRUST_NOTE,Verified by GPS · post scores to increase,GPSで認証済み · スコアを投稿して信頼度アップ,true
GPS_PROFILE_BEST,BEST,ベスト,true
GPS_PROFILE_AVERAGE,AVERAGE,平均,true
GPS_PROFILE_AVG_PUTTS,AVG PUTTS,平均パット数,true
GPS_PROFILE_GIFTS_IN,GIFTS RECEIVED,受け取ったギフト,true
GPS_PROFILE_GIFTS_OUT,GIFTS SENT,送ったギフト,true
GPS_PROFILE_SHORTCUT_BADGES,BADGES,バッジ,true
GPS_PROFILE_SHORTCUT_SHOP,GIFT SHOP,ギフトショップ,true
GPS_PROFILE_SHORTCUT_AVATAR,MY AVATAR,マイアバター,true
GPS_PROFILE_SHOP_SUB,Browse & send gifts,ギフトを見て送る,true
GPS_PROFILE_BADGES_SUB_FMT,{0} / {1} earned,{0} / {1} 獲得済み,true
GPS_PROFILE_AVATAR_SUB_FMT,Lv.{0} · {1}/{2} XP,Lv.{0} · {1}/{2} XP,true
GPS_PROFILE_RECENT,MY RECENT ROUNDS,最近のラウンド,true
GPS_PROFILE_EDIT,EDIT PROFILE,プロフィール編集,true
GPS_AVATAR_SLOT_CAP,CAP,キャップ,true
GPS_AVATAR_SLOT_SHIRT,SHIRT,シャツ,true
GPS_AVATAR_SLOT_GLOVE,GLOVE,グローブ,true
GPS_AVATAR_SLOT_SHOES,SHOES,シューズ,true
GPS_AVATAR_SLOT_CLUB,CLUB,クラブ,true
GPS_AVATAR_RANK_BEGINNER,BEGINNER,ビギナー,true
GPS_AVATAR_RANK_ROOKIE,ROOKIE,ルーキー,true
GPS_AVATAR_RANK_AMATEUR,AMATEUR,アマチュア,true
GPS_AVATAR_RANK_SINGLE,SINGLE,シングル,true
GPS_AVATAR_RANK_PRO,PRO,プロ,true
GPS_AVATAR_LEVEL_FMT,Lv.{0},Lv.{0},true
GPS_AVATAR_NEXT_FMT,Lv.{0},Lv.{0},true
GPS_AVATAR_XP_HINT_FMT,{0} more rounds (est.),あと{0}ラウンド（目安）,true
GPS_AVATAR_XP_FMT,{0} / {1} XP,{0} / {1} XP,true
GPS_AVATAR_XP_CTA,Keep posting scores to level up!,スコアを投稿してレベルアップ！,true
GPS_AVATAR_EVOLUTION,AVATAR EVOLUTION,進化,true
GPS_AVATAR_STATUS,STATUS,キャラクター ステータス,true
GPS_AVATAR_STATUS_NOTE,Your selected GOLFIN character stats,選択中のGOLFINキャラクターのステータス,true
GPS_BADGES_COLLECTION,BADGE COLLECTION,バッジコレクション,true
GPS_BADGES_EARNED_FMT,{0} / {1} badges earned,{0} / {1} バッジ獲得済み,true
GPS_BADGES_SEC_GOLF,GOLF,ゴルフ,true
GPS_BADGES_SEC_SOCIAL,SOCIAL,ソーシャル,true
GPS_BADGES_SEC_TRUST,TRUST,信頼度,true
GPS_BADGES_SEC_SPECIAL,SPECIAL,スペシャル,true
GPS_BADGES_RARITY_COMMON,COMMON,コモン,true
GPS_BADGES_RARITY_RARE,RARE,レア,true
GPS_BADGES_RARITY_EPIC,EPIC,エピック,true
GPS_BADGES_RARITY_LEGEND,LEGEND,レジェンド,true
BADGE_first_round_NAME,First Round,初ラウンド,true
BADGE_break_110_NAME,Break 110,110切り,true
BADGE_break_100_NAME,Break 100,100切り,true
BADGE_break_90_NAME,Break 90,90切り,true
BADGE_break_80_NAME,Break 80,80切り,true
BADGE_streak_5_NAME,5 in a Row,5連続,true
BADGE_streak_10_NAME,10 in a Row,10連続,true
BADGE_courses_10_NAME,10 Courses,10コース,true
BADGE_first_gift_recv_NAME,First Gift In,初ギフト受取,true
BADGE_first_gift_send_NAME,First Gift Out,初ギフト送信,true
BADGE_gifts_100_NAME,100 Gifts In,ギフト100受取,true
BADGE_followers_100_NAME,100 Followers,フォロワー100,true
BADGE_followers_1000_NAME,1K Followers,フォロワー1000,true
BADGE_followers_10000_NAME,10K Followers,フォロワー10000,true
BADGE_first_vote_NAME,First Vote,初投票,true
BADGE_vote_hits_10_NAME,10 Vote Hits,投票10ヒット,true
BADGE_first_gps_NAME,First GPS Proof,初GPS証明,true
BADGE_trust_80_NAME,Trust 80%,信頼度80%,true
BADGE_trust_100_NAME,Trust 100%,信頼度100%,true
BADGE_social_verify_5_NAME,5 Friend Confirms,5人確認,true
BADGE_monthly_mvp_NAME,Monthly MVP,月間MVP,true
BADGE_tournament_win_NAME,Tournament Win,トーナメント優勝,true
BADGE_gift_king_NAME,Gift Top 10,ギフトTOP10,true
BADGE_all_badges_NAME,All Badges,全バッジ,true
GPS_AVATAR_UNLOCKS_FMT,UNLOCKS AT Lv.{0},Lv.{0}で解放,true
GPS_AVATAR_UNLOCK_CAP,CAMO CAP,カモキャップ,true
GPS_AVATAR_UNLOCK_AURA,GOLD AURA,ゴールドオーラ,true
GPS_AVATAR_UNLOCK_FX,FLAME FX,フレイムFX,true
GPS_GOLFPROF_TITLE,GOLF PROFILE,ゴルフプロフィール,true
GPS_GOLFPROF_TITLE_INTRO,SET UP YOUR GOLF PROFILE,ゴルフプロフィールを設定,true
GPS_GOLFPROF_SUB,You can change all of this later in Settings,これらはすべて後から設定で変更できます,true
GPS_GOLFPROF_COLOUR_LABEL,Pick your avatar colour,アバターの色を選択,true
GPS_GOLFPROF_NICKNAME,NICKNAME,ニックネーム,true
GPS_GOLFPROF_NICKNAME_HINT,Your nickname,ニックネームを入力,true
GPS_GOLFPROF_EXPERIENCE,GOLF EXPERIENCE,ゴルフ歴,true
GPS_GOLFPROF_EXP_BEGINNER,BEGINNER,初心者,true
GPS_GOLFPROF_EXP_INTERMEDIATE,INTERMEDIATE,中級者,true
GPS_GOLFPROF_EXP_ADVANCED,ADVANCED,上級者,true
GPS_GOLFPROF_HANDICAP,HANDICAP (OPTIONAL),ハンディキャップ（任意）,true
GPS_GOLFPROF_HANDICAP_HINT,e.g. 18.4,例：18.4,true
GPS_GOLFPROF_HANDICAP_BAD,"Enter a handicap between -10 and 60, or leave it blank.",ハンディキャップは-10〜60の範囲で入力するか、空欄にしてください。,true
GPS_GOLFPROF_SAVE,SAVE PROFILE,プロフィールを保存,true
GPS_GOLFPROF_SKIP,Skip for now,後で設定する,true
GPS_WELCOME_TITLE,WELCOME,ようこそ,true
GPS_WELCOME_TITLE_HEAD,WELCOME TO GOLFIN GPS,GOLFIN GPS へようこそ,true
GPS_WELCOME_SUB,"Earn points just by playing golf. Prove your rounds with GPS, get gifts from fans, and grow your avatar.",ゴルフをプレイするだけでポイントが貯まります。GPSでラウンドを証明し、ファンからギフトを受け取り、アバターを育てましょう。,true
GPS_WELCOME_SKIP,SKIP,スキップ,true
GPS_WELCOME_GET_STARTED,GET STARTED,はじめる,true
GPS_WELCOME_FEAT_SS,SCREENSHOT,スクリーンショット,true
GPS_WELCOME_FEAT_SS_DESC,AI reads your scorecard,AIがスコアカードを読み取ります,true
GPS_WELCOME_FEAT_CHECKIN,CHECK IN,チェックイン,true
GPS_WELCOME_FEAT_CHECKIN_DESC,Prove it with GPS,GPSでラウンドを証明,true
GPS_WELCOME_FEAT_VOTE,VOTE,投票,true
GPS_WELCOME_FEAT_VOTE_DESC,Predict and win points,予想してポイントを獲得,true
GPS_WELCOME_FEAT_GIFT,GIFT,ギフト,true
GPS_WELCOME_FEAT_GIFT_DESC,Support your favourite golfers,好きなゴルファーを応援,true
GPS_GIFT_TITLE,GIFTS,ギフト,true
GPS_GIFT_HERO_TITLE,GIFTS RECEIVED,受け取ったギフト,true
GPS_GIFT_HERO_SUB,from {0} supporters,{0}人のサポーターから,true
GPS_GIFT_HERO_VALUE,{0} pts,{0} pts,true
GPS_GIFT_HERO_NOTE,total gift earnings,ギフト獲得ポイント合計,true
GPS_GIFT_SUPPORTERS,TOP SUPPORTERS,トップサポーター,true
GPS_GIFT_POPULAR,POPULAR GOLFERS,人気のゴルファー,true
GPS_GIFT_SEE_ALL,SEE ALL ›,すべて見る ›,true
GPS_GIFT_SEND_GIFT,SEND GIFT,ギフトを贈る,true
GPS_GIFT_FOLLOWERS,{0} followers,フォロワー{0}人,true
GPS_GIFT_PTS,{0} pts,{0} pts,true
GPS_GIFT_BUY_TITLE,BUY GIFT ITEMS,ギフトアイテムを買う,true
GPS_GIFT_BUY_SUB,Support your favourite golfer,好きなゴルファーを応援しよう,true
GPS_GIFT_MODAL_TITLE,SEND A GIFT,ギフトを贈る,true
GPS_GIFT_MODAL_BALANCE,Your balance: {0} pts,残高：{0} pts,true
GPS_GIFT_MODAL_CONFIRM,CONFIRM,確定する,true
GPS_GIFT_MODAL_CANCEL,CANCEL,キャンセル,true
GPS_GIFT_MODAL_SENDING,Sending…,送信中…,true
GPS_GIFT_SENT,Sent {0} pts to {1},{1}に{0} ptsを贈りました,true
GPS_GIFT_PURCHASED,Purchased {0},{0}を購入しました,true
GPS_GIFT_INSUFFICIENT,Not enough points.,ポイントが足りません。,true
GPS_GIFT_FAILED,Something went wrong. Try again.,エラーが発生しました。もう一度お試しください。,true
# --- gift catalog item names -----------------------------------------------
# gift_items rows carry ONE Japanese `name` column and never pass through the content
# pipeline, so an English build rendered them in Japanese. Keyed by the first 8 hex of
# the row's uuid so a NEW catalog row is fixable by publishing a text row alone.
GIFT_ITEM_F8137DC1,Sunglasses,サングラス,true
GIFT_ITEM_61B09778,Wristband,リストバンド,true
GIFT_ITEM_DB99F9F0,Cheer Stamp,応援スタンプ,true
GIFT_ITEM_E7F58D2F,Golf Ball,ゴルフボール,true
GIFT_ITEM_6FB9856D,Pants (Navy),パンツ（ネイビー）,true
GIFT_ITEM_C26D218F,Skirt,スカート,true
GIFT_ITEM_9052D274,Score Post Effect,スコア投稿エフェクト,true
GIFT_ITEM_DC1945D6,Seasonal Full Outfit,シーズン限定フルコーデ,true
GIFT_ITEM_85A68F02,Full Outfit + Title,フルコーデ + 称号,true
GIFT_ITEM_D4ED366E,Glove,グローブ,true
GIFT_ITEM_8CBC1D6B,Basic Cap,ベーシックキャップ,true
GIFT_ITEM_4AF0AE50,Sun Visor,サンバイザー,true
GIFT_ITEM_FA79E47A,Gold Rim Cap,ゴールドリムキャップ,true
GIFT_ITEM_C3CCD8A3,Crown,王冠,true
GIFT_ITEM_80CB3AAC,Glowing Profile Frame,光るプロフィールフレーム,true
GIFT_ITEM_51AA59B5,Spikeless Shoes (White),スパイクレス（白）,true
GIFT_ITEM_CE366C56,Hologram Shoes,ホログラムシューズ,true
GIFT_ITEM_860A7684,Polo Shirt (White),ポロシャツ（白）,true
GIFT_ITEM_85EE1D03,Polo Shirt (Pink),ポロシャツ（ピンク）,true
GIFT_ITEM_4A9A2CC6,Glowing Logo Polo,光るロゴポロ,true
GIFT_ITEM_FC96A954,One Rare Wear Item,レアウェア1点,true
GPS_VOTE_TITLE,VOTES,投票,true
GPS_VOTE_NEW,NEW,新規,true
GPS_VOTE_TRENDING,TRENDING,人気,true
GPS_VOTE_FRIENDS,FRIENDS,フレンド,true
GPS_VOTE_PUBLIC,PUBLIC,公開,true
GPS_VOTE_MINE,MINE,自分,true
GPS_VOTE_CREATE,+ CREATE,＋作成,true
GPS_VOTE_VOTE,VOTE,投票する,true
GPS_VOTE_GIFT,GIFT,ギフト,true
GPS_VOTE_YES,YES,はい,true
GPS_VOTE_NO,NO,いいえ,true
GPS_VOTE_META,{0} votes · {1} days left,{0}票・残り{1}日,true
GPS_VOTE_REWARD_PILL,+10 pts,+10 pts,true
GPS_VOTE_ALREADY,You have already voted on this.,この投票にはすでに参加しています。,true
GPS_VOTE_CAST_TOAST,+{0} pts for voting,投票で+{0} pts,true
GPS_VOTE_CAST_FAILED,Could not cast your vote. Try again.,投票できませんでした。もう一度お試しください。,true
GPS_VOTE_EMPTY,No votes right now.,現在、投票はありません。,true
GPS_VOTE_EMPTY_MINE,You have not created a vote yet.,まだ投票を作成していません。,true
GPS_VOTE_AGO_MIN,{0}m ago,{0}分前,true
GPS_VOTE_AGO_HOUR,{0}h ago,{0}時間前,true
GPS_VOTE_AGO_DAY,{0}d ago,{0}日前,true
GPS_VOTE_CREATE_TITLE,CREATE A VOTE,投票を作成,true
GPS_VOTE_CREATE_HINT,Ask something about your round,ラウンドについて質問してみよう,true
GPS_VOTE_CREATE_OPTIONS,Answers are YES and NO.,選択肢は「はい」と「いいえ」です。,true
GPS_VOTE_EXPIRY_24H,24 HOURS,24時間,true
GPS_VOTE_EXPIRY_3D,3 DAYS,3日間,true
GPS_VOTE_EXPIRY_7D,7 DAYS,7日間,true
GPS_VOTE_CREATE_SUBMIT,CREATE VOTE,投票を作成,true
GPS_VOTE_CREATE_SENDING,Creating…,作成中…,true
GPS_VOTE_CREATE_FAILED,Could not create the vote. Try again.,投票を作成できませんでした。もう一度お試しください。,true
GPS_VOTE_CREATED,Vote created.,投票を作成しました。,true
GPS_ROUNDS_TITLE,ROUNDS,ラウンド,true
GPS_ROUNDS_NEARBY_COUNT,NEARBY · {0} SPOTS,近くのスポット · {0}件,true
GPS_ROUNDS_GPS_ON,● GPS ON,● GPS オン,true
GPS_ROUNDS_GPS_OFF,● GPS OFF,● GPS オフ,true
GPS_ROUNDS_LIVE,● LIVE,● 進行中,true
GPS_ROUNDS_CHECKED_IN_SINCE,CHECKED IN · {0}〜,チェックイン中 · {0}〜,true
GPS_ROUNDS_CAT_GOLF,GOLF COURSES,ゴルフ場,true
GPS_ROUNDS_CAT_RANGE,DRIVING RANGES,練習場,true
GPS_ROUNDS_CAT_FOOD,FOOD & DRINK,飲食店,true
GPS_ROUNDS_NEAR_ME,◎ NEAR ME,◎ 現在地,true
GPS_ROUNDS_LEGEND_PARTNER,PARTNER,提携,true
GPS_ROUNDS_LEGEND_REGISTERED,REGISTERED,登録済み,true
GPS_ROUNDS_LEGEND_FOOD,FOOD & DRINK,飲食店,true
GPS_ROUNDS_MAP_ATTRIBUTION,Map · Google,地図 · Google,true
GPS_ROUNDS_SORT_NEAREST,NEAREST FIRST,近い順,true
GPS_ROUNDS_SORT_NAME,BY NAME,名前順,true
GPS_ROUNDS_SORT_DISTANCE,DISTANCE,距離,true
GPS_ROUNDS_SORT_NAME_TOGGLE,NAME,名前,true
GPS_ROUNDS_NEAR_YOU,NEAR YOU,近くのスポット,true
GPS_ROUNDS_NEARBY_FOOD,NEARBY FOOD & DRINK,近くの飲食店,true
GPS_ROUNDS_PARTNER,PARTNER,提携,true
GPS_ROUNDS_CHECK_IN,CHECK IN,チェックイン,true
GPS_ROUNDS_TOO_FAR,{0} KM AWAY,{0} KM 先,true
GPS_ROUNDS_TOO_FAR_TOAST,You need to be at {0} to check in — you're {1} km away,{0} でないとチェックインできません（現在 {1} km 先）,true
GPS_ROUNDS_NO_GPS_TOAST,Turn on location to check in,チェックインするには位置情報をオンにしてください,true
GPS_ROUNDS_DETAILS,DETAILS,詳細,true
GPS_ROUNDS_EMPTY,No spots nearby right now.,近くにスポットがありません。,true
GPS_ROUNDS_LIVE_ROUND,● LIVE ROUND,● ラウンド中,true
GPS_ROUNDS_SINCE,Since {0},{0} 開始,true
GPS_ROUNDS_ELAPSED,ELAPSED,経過時間,true
GPS_ROUNDS_PTS_EARNED,PTS EARNED,獲得ポイント,true
GPS_ROUNDS_GPS,GPS,GPS,true
GPS_ROUNDS_GPS_FIXES,GPS FIXES,GPS 記録数,true
GPS_ROUNDS_SCORE_UPLOAD,SCORE UPLOAD,スコア投稿,true
GPS_ROUNDS_CHECK_OUT,CHECK OUT,チェックアウト,true
GPS_ROUNDS_CONFIRM_TITLE,CHECK IN HERE?,ここにチェックインしますか？,true
GPS_ROUNDS_CONFIRM_SUB,{0} km away · inside the course radius,{0} km · コースの範囲内,true
GPS_ROUNDS_CONFIRM_SUB_OUTSIDE,{0} km away · outside the course radius,{0} km · コースの範囲外,true
GPS_ROUNDS_PTS_ON_CHECKIN,PTS ON CHECK-IN,チェックイン,true
GPS_ROUNDS_PTS_ON_CHECKIN_VALUE,+30,+30,true
GPS_ROUNDS_PTS_ON_CHECKOUT,PTS ON CHECK-OUT,チェックアウト,true
GPS_ROUNDS_PTS_ON_CHECKOUT_VALUE,+10,+10,true
GPS_ROUNDS_GPS_ACCURACY,GPS ACCURACY,GPS 精度,true
GPS_ROUNDS_ACCURACY_HIGH,● HIGH,● 高,true
GPS_ROUNDS_ACCURACY_MED,● MED,● 中,true
GPS_ROUNDS_ACCURACY_LOW,● LOW,● 低,true
GPS_ROUNDS_CONFIRM_NOTE,GOLFIN keeps a GPS trail while you play. Check out when you finish — your score post then carries the proof.,プレー中はGOLFINがGPS軌跡を記録します。終了したらチェックアウトすると、スコア投稿にその証明が付きます。,true
GPS_ROUNDS_CANCEL,CANCEL,キャンセル,true
GPS_ROUNDS_COMPLETE_TITLE,ROUND COMPLETE,ラウンド終了,true
GPS_ROUNDS_COMPLETE_SUB,{0} – {1} · GPS verified,{0}〜{1} · GPS 認証済み,true
GPS_ROUNDS_COMPLETE_SUB_UNVERIFIED,{0} – {1} · GPS unverified,{0}〜{1} · GPS 未認証,true
GPS_ROUNDS_COMPLETE_NOTE,Post your scorecard now to add screenshot points (+50) and Trust +20 from this round's GPS.,今スコアカードを投稿すると、スクリーンショットの +50 pt とこのラウンドの GPS による Trust +20 が加算されます。,true
GPS_ROUNDS_POST_SCORE,POST SCORE,スコアを投稿,true
GPS_ROUNDS_DONE,DONE,完了,true
GPS_ROUNDS_EXPIRED,ROUND EXPIRED,ラウンド期限切れ,true
GPS_ROUNDS_EXPIRED_NOTE,This round was open for more than 8 hours. Check out to clear it — no points are awarded.,このラウンドは8時間以上開いたままです。チェックアウトで終了できますが、ポイントは付与されません。,true
GPS_ROUNDS_CHECKED_IN,Checked in at {0} (+{1} pts),{0} にチェックインしました（+{1} pt）,true
GPS_ROUNDS_CHECKED_IN_NO_PTS,Checked in at {0},{0} にチェックインしました,true
GPS_ROUNDS_CHECKIN_FAILED,Could not check in. Try again.,チェックインできませんでした。もう一度お試しください。,true
GPS_ROUNDS_CHECKOUT_FAILED,Could not check out. Try again.,チェックアウトできませんでした。もう一度お試しください。,true
GPS_ROUNDS_ALREADY_ACTIVE,You already have a round open.,すでにラウンドが開いています。,true
GPS_ROUNDS_MY_RECENT_ROUNDS,MY RECENT ROUNDS,最近のラウンド,true
GPS_ROUNDS_ALL_ROUNDS,ALL ROUNDS  ›,すべてのラウンド  ›,true
GPS_ROUNDS_NO_ROUNDS,No rounds yet.,まだラウンドがありません。,true
SHOT_GRADE_GOOD,GOOD,グッド,true
SHOT_GRADE_HOOK,HOOK,フック,true
SHOT_GRADE_SLICE,SLICE,スライス,true
SHOT_TAP_HINT,TAP!,タップ!,true
SHOT_GRADE_PURE,PURE,ピュア,true
SHOT_GRADE_THIN,THIN,トップ,true
SHOT_GRADE_DUFF,DUFF,ダフリ,true
SWING_POWER,POWER,パワー,true
SWING_IMPACT,IMPACT,インパクト,true
SWING_PATH,PATH,軌道,true
SWING_TEMPO,TEMPO,テンポ,true
SWING_PATH_STRAIGHT,STRAIGHT,ストレート,true
SWING_PATH_DRAW,DRAW,ドロー,true
SWING_PATH_FADE,FADE,フェード,true
SWING_TEMPO_GOOD,GOOD,グッド,true
SWING_TEMPO_FAST,FAST,速い,true
SWING_TEMPO_SLOW,SLOW,遅い,true
SWING_IMPACT_LINE,IMPACT,インパクト,true
SCHEME_POPUP_HOW,HOW IT WORKS,操作方法,true
SCHEME_POPUP_FOOTER,Works with every club. You can switch back any time in Settings.,どのクラブでも使えます。設定からいつでも戻せます。,true
SCHEME_POPUP_FLICK_STEP1,PULL,引く,true
SCHEME_POPUP_FLICK_STEP2,AIM & TIME,狙い＆タイミング,true
SCHEME_POPUP_FLICK_STEP3,FLICK UP,フリック,true
SCHEME_POPUP_FLICK_LINE1,"Pull the club back down the cone for power — the further, the harder.",コーンに沿ってクラブを引くほどパワーが上がります。,true
SCHEME_POPUP_FLICK_LINE2,"Slide left or right inside the cone to fine-tune your aim. Arrows run up the cone: green is PURE, below the red line is a DUFF.",コーン内で左右に動かして狙いを微調整。矢印が上がり、緑＝ピュア、赤線より下＝ダフリです。,true
SCHEME_POPUP_FLICK_LINE3,Flick up to hit. Wait too long and your aim starts to wander.,上にフリックで打ちます。待ちすぎると狙いがブレます。,true
SCHEME_POPUP_PENDULUM_STEP1,PULL,引く,true
SCHEME_POPUP_PENDULUM_STEP2,TIME IT,タイミング,true
SCHEME_POPUP_PENDULUM_STEP3,FLICK UP,フリック,true
SCHEME_POPUP_PENDULUM_LINE1,"Pull the club straight back — further is more power, past the gold line is overpower.",クラブをまっすぐ引くほどパワーが上がり、金線を越えるとオーバーパワーです。,true
SCHEME_POPUP_PENDULUM_LINE2,A marker swings across the bar. Better Club Control makes it slower.,マーカーがバーを往復します。クラブコントロールが高いほど遅くなります。,true
SCHEME_POPUP_PENDULUM_LINE3,"Flick up when it hits the red centre. Green = PURE, amber = GOOD, outside = DUFF.",赤い中心に来た瞬間に上へフリック。緑＝ピュア、黄＝グッド、外＝ダフリ。,true
SCHEME_POPUP_NEEDLE_STEP1,PULL,引く,true
SCHEME_POPUP_NEEDLE_STEP2,TAP,タップ,true
SCHEME_POPUP_NEEDLE_STEP3,RESULT,結果,true
SCHEME_POPUP_NEEDLE_LINE1,Pull the club back inside the circle for power and let go — past the gold ring is overpower.,円の中でクラブを引いて離します。金の輪を越えるとオーバーパワーです。,true
SCHEME_POPUP_NEEDLE_LINE2,A needle sweeps across the arc. Tap anywhere to stop it; higher Club Control makes it slower.,針がアークを一度だけ動きます。どこでもタップで止めます。クラブコントロールが高いほど遅くなります。,true
SCHEME_POPUP_NEEDLE_LINE3,"Green zone = PURE. Early hooks left, late slices right. No tap before the end = DUFF.",緑＝ピュア。早いとフック、遅いとスライス。止めないとダフリです。,true
SCHEME_POPUP_FREESWING_STEP1,BACKSWING,バックスイング,true
SCHEME_POPUP_FREESWING_STEP2,SWING UP,振り上げ,true
SCHEME_POPUP_FREESWING_STEP3,RESULT,結果,true
SCHEME_POPUP_FREESWING_LINE1,"Drag the club straight down — deeper is more power, past the gold line is overswing.",クラブをまっすぐ下へ。深いほどパワーが上がり、金線を越えるとオーバースイングです。,true
SCHEME_POPUP_FREESWING_LINE2,"Drag back up through the IMPACT line; the shot fires as you cross it. A straight path flies straight, an angled one shapes a draw or fade.",インパクト線を上へ通過した瞬間に打ちます。まっすぐならストレート、斜めならドローやフェードになります。,true
SCHEME_POPUP_FREESWING_LINE3,"Tempo counts: a smooth, quick upswing keeps full power. Slow or wobbly costs distance and accuracy.",テンポが大事。速く滑らかに振り上げればフルパワー。遅い・ブレると飛距離と精度が落ちます。,true
SHOT_GRADE_JUST,JUST!,ジャスト!,false
SHOT_GRADE_MISS,MISS,ミス,false
SHOT_GRADE_PERFECT,PERFECT,パーフェクト,false
SHOT_GRADE_SHANK,SHANK,シャンク,false
# asset_loans — character / club lending (LEND / RETURN, the ribbon, the lend modal, the toasts)
LOAN_BTN_LEND,LEND,貸す,true
LOAN_BTN_RETURN,RETURN,返す,true
LOAN_BTN_CONFIRM,LEND,貸す,true
LOAN_MODAL_TITLE,LEND {0},{0}を貸す,true
LOAN_DAYS_1,1 DAY,1日,true
LOAN_DAYS_3,3 DAYS,3日,true
LOAN_DAYS_7,7 DAYS,7日,true
LOAN_TERMS_FMT,"They level it up, it comes back levelled. You get {0}% of the RP they earn with it.",相手がレベルアップさせ、レベルはそのまま戻ってきます。相手が獲得したRPの{0}%があなたに入ります。,true
LOAN_NO_FOLLOWING,Follow players in PLAYLIFE to lend to them.,貸すにはPLAYLIFEでプレイヤーをフォローしてください。,true
LOAN_WARN_EQUIPPED,This club will be removed from your bag.,このクラブはバッグから外れます。,true
LOAN_STATUS_OUT_FMT,ON LOAN TO {0} · {1},{0}に貸出中 · {1},true
LOAN_STATUS_IN_FMT,BORROWED FROM {0} · {1},{0}から借用中 · {1},true
LOAN_TIME_D_H_FMT,{0}d {1}h,{0}日{1}時間,true
LOAN_TIME_H_M_FMT,{0}h {1}m,{0}時間{1}分,true
LOAN_SP_HINT,SP goes to the owner when the loan ends.,SPは返却時にオーナーに渡ります。,true
LOAN_RETURN_TITLE_CHAR,RETURN CHARACTER?,キャラクターを返却しますか？,true
LOAN_RETURN_TITLE_CLUB,RETURN CLUB?,クラブを返却しますか？,true
LOAN_RETURN_CONFIRM,Return {0} to {1} now? It goes back at Lv {2} — the levels you bought stay with it.,{0}を今すぐ{1}に返しますか？Lv {2}で戻り、上げたレベルはそのまま残ります。,true
LOAN_TOAST_LENT,{0} lent to {1} for {2},{0}を{1}に{2}貸しました,true
LOAN_TOAST_RETURNED_IN,{0} returned to {1},{0}を{1}に返しました,true
LOAN_TOAST_RETURNED_OUT,{0} is back · +{1} RP,{0}が戻りました · +{1} RP,true
LOAN_TOAST_SPLIT_FMT,{0} RP to the owner,オーナーに{0} RP,true
LOAN_ERR_NOT_FOLLOWING,You need to follow them first.,先にフォローしてください。,true
LOAN_ERR_ALREADY_ON_LOAN,Already on loan.,すでに貸出中です。,true
LOAN_ERR_BORROWER_HAS_IT,They already have this one.,相手はすでに持っています。,true
LOAN_ERR_LIMIT_OUT,You can lend up to 3 at a time.,同時に貸せるのは3つまでです。,true
LOAN_ERR_LIMIT_IN,They are already borrowing 3.,相手はすでに3つ借りています。,true
LOAN_ERR_ON_LOAN,This one is on loan.,これは貸出中です。,true
LOAN_ERR_GENERIC,Couldn't complete the loan. Try again.,貸出を完了できませんでした。もう一度お試しください。,true
LOAN_DURATION,DURATION,期間,true
LOAN_LEND_TO,LEND TO,貸す相手,true
